H_Team,A_Team,Home_Score,Away_Score,Score,Matchweek,date,competition,season,H_Team_MQS,A_Team_MQS,MQS
Maccabi Haifa,Paris Saint-Germain,1,3,1 - 3,UEFA Champions League (Group stage),2022-09-14,UEFA Champions League,2022-2023,55.581211241588605,63.50442010819369,59.542815674891145
Bayern Munich,Viktoria Plzeň,5,0,5 - 0,UEFA Champions League (Group stage),2022-10-04,UEFA Champions League,2022-2023,80.53173241852487,37.08932576857105,58.810529093547956
Marseille,Sporting CP,4,1,4 - 1,UEFA Champions League (Group stage),2022-10-04,UEFA Champions League,2022-2023,69.90368122443594,24.58107929806043,47.24238026124819
Porto,Bayer Leverkusen,2,0,2 - 0,UEFA Champions League (Group stage),2022-10-04,UEFA Champions League,2022-2023,52.39477503628447,43.19831112283943,47.79654307956195
Liverpool,Rangers,2,0,2 - 0,UEFA Champions League (Group stage),2022-10-04,UEFA Champions League,2022-2023,72.12033249769098,29.159519725557466,50.63992611162422
Internazionale,Barcelona,1,0,1 - 0,UEFA Champions League (Group stage),2022-10-04,UEFA Champions League,2022-2023,28.334872674495315,33.909486739675415,31.122179707085365
Eintracht Frankfurt,Tottenham Hotspur,0,0,0 - 0,UEFA Champions League (Group stage),2022-10-04,UEFA Champions League,2022-2023,46.13405462462066,53.7208074943924,49.92743105950653
Ajax,Napoli,1,6,1 - 6,UEFA Champions League (Group stage),2022-10-04,UEFA Champions League,2022-2023,42.93442406649954,77.50362844702467,60.219026256762106
Club Brugge,Atlético Madrid,2,0,2 - 0,UEFA Champions League (Group stage),2022-10-04,UEFA Champions League,2022-2023,52.16387386198707,50.917007520781105,51.54044069138409
Red Bull Salzburg,Dinamo Zagreb,1,0,1 - 0,UEFA Champions League (Group stage),2022-10-05,UEFA Champions League,2022-2023,63.99920833883098,40.44069138408761,52.2199498614593
RB Leipzig,Celtic,3,1,3 - 1,UEFA Champions League (Group stage),2022-10-05,UEFA Champions League,2022-2023,62.34991423670669,48.62119013062409,55.48555218366539
Chelsea,Milan,3,0,3 - 0,UEFA Champions League (Group stage),2022-10-05,UEFA Champions League,2022-2023,57.019395698640984,29.78625148436469,43.40282359150284
Benfica,Paris Saint-Germain,1,1,1 - 1,UEFA Champions League (Group stage),2022-10-05,UEFA Champions League,2022-2023,55.093020187359805,59.00514579759863,57.049082992479214
Manchester City,FC Copenhagen,5,0,5 - 0,UEFA Champions League (Group stage),2022-10-05,UEFA Champions League,2022-2023,68.99327088006333,23.0307428420636,46.01200686106347
Real Madrid,Shakhtar Donetsk,2,1,2 - 1,UEFA Champions League (Group stage),2022-10-05,UEFA Champions League,2022-2023,76.81092492413248,49.082992479218895,62.94695870167568
Juventus,Maccabi Haifa,3,1,3 - 1,UEFA Champions League (Group stage),2022-10-05,UEFA Champions League,2022-2023,75.04288164665523,53.885736904604826,64.46430927563003
Sevilla,Dortmund,1,4,1 - 4,UEFA Champions League (Group stage),2022-10-05,UEFA Champions League,2022-2023,63.7089325768571,74.66024541496239,69.18458899590975
FC Copenhagen,Manchester City,0,0,0 - 0,UEFA Champions League (Group stage),2022-10-11,UEFA Champions League,2022-2023,22.384219554030874,32.900118749175356,27.642169151603113
Maccabi Haifa,Juventus,2,0,2 - 0,UEFA Champions League (Group stage),2022-10-11,UEFA Champions League,2022-2023,51.07533975458504,45.92294497954875,48.499142367066895
Celtic,RB Leipzig,0,2,0 - 2,UEFA Champions League (Group stage),2022-10-11,UEFA Champions League,2022-2023,53.483309143686505,67.87175089061881,60.67753001715266
Paris Saint-Germain,Benfica,1,1,1 - 1,UEFA Champions League (Group stage),2022-10-11,UEFA Champions League,2022-2023,38.25702599287505,41.06742314289484,39.66222456788495
Milan,Chelsea,0,2,0 - 2,UEFA Champions League (Group stage),2022-10-11,UEFA Champions League,2022-2023,22.67449531600475,56.13537405990236,39.404934687953556
Dinamo Zagreb,Red Bull Salzburg,1,1,1 - 1,UEFA Champions League (Group stage),2022-10-11,UEFA Champions League,2022-2023,57.791265338435146,57.69890486871619,57.74508510357567
Dortmund,Sevilla,1,1,1 - 1,UEFA Champions League (Group stage),2022-10-11,UEFA Champions League,2022-2023,40.62541232352553,42.677134186568146,41.65127325504684
Shakhtar Donetsk,Real Madrid,1,1,1 - 1,UEFA Champions League (Group stage),2022-10-11,UEFA Champions League,2022-2023,40.810133262963454,66.07731890750759,53.443726085235525
Atlético Madrid,Club Brugge,0,0,0 - 0,UEFA Champions League (Group stage),2022-10-12,UEFA Champions League,2022-2023,61.97387518142235,24.11267977305713,43.04327747723974
Napoli,Ajax,4,2,4 - 2,UEFA Champions League (Group stage),2022-10-12,UEFA Champions League,2022-2023,55.851695474336985,34.912257553766985,45.381976514051985
Rangers,Liverpool,1,7,1 - 7,UEFA Champions League (Group stage),2022-10-12,UEFA Champions League,2022-2023,32.636231692835466,65.8068346747592,49.221533183797334
Sporting CP,Marseille,0,2,0 - 2,UEFA Champions League (Group stage),2022-10-12,UEFA Champions League,2022-2023,23.0175484892466,62.330122707481195,42.673835598363894
Tottenham Hotspur,Eintracht Frankfurt,3,2,3 - 2,UEFA Champions League (Group stage),2022-10-12,UEFA Champions League,2022-2023,57.10515899195144,42.578176540440694,49.84166776619607
Barcelona,Internazionale,3,3,3 - 3,UEFA Champions League (Group stage),2022-10-12,UEFA Champions League,2022-2023,80.9077714738092,56.452038527510226,68.67990500065972
Viktoria Plzeň,Bayern Munich,2,4,2 - 4,UEFA Champions League (Group stage),2022-10-12,UEFA Champions League,2022-2023,43.53476711967278,74.69982847341338,59.11729779654308
Bayer Leverkusen,Porto,0,3,0 - 3,UEFA Champions League (Group stage),2022-10-12,UEFA Champions League,2022-2023,62.46206623565114,36.145929542155955,49.30399788890355
Red Bull Salzburg,Chelsea,1,2,1 - 2,UEFA Champions League (Group stage),2022-10-25,UEFA Champions League,2022-2023,52.62567621058187,65.3582266789814,58.991951444781634
Sevilla,FC Copenhagen,3,0,3 - 0,UEFA Champions League (Group stage),2022-10-25,UEFA Champions League,2022-2023,59.63187755640586,38.943132339358755,49.28750494788231
Benfica,Juventus,4,3,4 - 3,UEFA Champions League (Group stage),2022-10-25,UEFA Champions League,2022-2023,66.27523419976251,60.54228790077847,63.408761050270485
Celtic,Shakhtar Donetsk,1,1,1 - 1,UEFA Champions League (Group stage),2022-10-25,UEFA Champions League,2022-2023,59.10410344372609,48.18577648766328,53.64493996569469
Dinamo Zagreb,Milan,0,4,0 - 4,UEFA Champions League (Group stage),2022-10-25,UEFA Champions League,2022-2023,49.12917271407837,62.890882702203456,56.01002770814091
RB Leipzig,Real Madrid,3,2,3 - 2,UEFA Champions League (Group stage),2022-10-25,UEFA Champions League,2022-2023,63.60337775432115,62.50164929410212,63.05251352421163
Paris Saint-Germain,Maccabi Haifa,7,2,7 - 2,UEFA Champions League (Group stage),2022-10-25,UEFA Champions League,2022-2023,77.31231033117825,53.79997361129436,65.55614197123631
Dortmund,Manchester City,0,0,0 - 0,UEFA Champions League (Group stage),2022-10-25,UEFA Champions League,2022-2023,38.85736904604829,39.33236574746009,39.09486739675419
Club Brugge,Porto,0,4,0 - 4,UEFA Champions League (Group stage),2022-10-26,UEFA Champions League,2022-2023,30.749439240005277,56.986409816598496,43.867924528301884
Internazionale,Viktoria Plzeň,4,0,4 - 0,UEFA Champions League (Group stage),2022-10-26,UEFA Champions League,2022-2023,79.68069666182873,22.7932444913577,51.236970576593215
Tottenham Hotspur,Sporting CP,1,1,1 - 1,UEFA Champions League (Group stage),2022-10-26,UEFA Champions League,2022-2023,64.53357962791925,41.76012666578704,53.14685314685315
Barcelona,Bayern Munich,0,3,0 - 3,UEFA Champions League (Group stage),2022-10-26,UEFA Champions League,2022-2023,35.88204248581607,68.20160971104367,52.04182609842987
Eintracht Frankfurt,Marseille,2,1,2 - 1,UEFA Champions League (Group stage),2022-10-26,UEFA Champions League,2022-2023,54.46628842855258,45.93613933236575,50.201213880459164
Napoli,Rangers,3,0,3 - 0,UEFA Champions League (Group stage),2022-10-26,UEFA Champions League,2022-2023,74.25122047763557,28.433830320622775,51.34252539912917
Atlético Madrid,Bayer Leverkusen,2,2,2 - 2,UEFA Champions League (Group stage),2022-10-26,UEFA Champions League,2022-2023,61.525267185644545,50.26388705633989,55.89457712099222
Ajax,Liverpool,0,3,0 - 3,UEFA Champions League (Group stage),2022-10-26,UEFA Champions League,2022-2023,33.59282227206755,62.099221533183794,47.84602190262567
Porto,Atlético Madrid,2,1,2 - 1,UEFA Champions League (Group stage),2022-11-01,UEFA Champions League,2022-2023,68.57105158991952,42.76289747987861,55.66697453489907
Bayer Leverkusen,Club Brugge,0,0,0 - 0,UEFA Champions League (Group stage),2022-11-01,UEFA Champions League,2022-2023,51.09513128381053,24.00052777411268,37.54782952896161
Sporting CP,Eintracht Frankfurt,1,2,1 - 2,UEFA Champions League (Group stage),2022-11-01,UEFA Champions League,2022-2023,44.56392663939834,38.1382768175221,41.35110172846022
Liverpool,Napoli,2,0,2 - 0,UEFA Champions League (Group stage),2022-11-01,UEFA Champions League,2022-2023,57.26349122575538,36.343844834410874,46.80366803008313
Rangers,Ajax,1,3,1 - 3,UEFA Champions League (Group stage),2022-11-01,UEFA Champions League,2022-2023,33.38171262699564,63.58358622509566,48.482649426045654
Marseille,Tottenham Hotspur,1,2,1 - 2,UEFA Champions League (Group stage),2022-11-01,UEFA Champions League,2022-2023,56.155165589127854,40.19659585697322,48.17588072305054
Viktoria Plzeň,Barcelona,2,4,2 - 4,UEFA Champions League (Group stage),2022-11-01,UEFA Champions League,2022-2023,48.53542683731363,61.624224831772,55.07982583454282
Bayern Munich,Internazionale,2,0,2 - 0,UEFA Champions League (Group stage),2022-11-01,UEFA Champions League,2022-2023,71.52658662092624,37.41258741258741,54.469587016756826
Real Madrid,Celtic,5,1,5 - 1,UEFA Champions League (Group stage),2022-11-02,UEFA Champions League,2022-2023,70.6953423934556,52.0979020979021,61.396622245678856
Shakhtar Donetsk,RB Leipzig,0,4,0 - 4,UEFA Champions League (Group stage),2022-11-02,UEFA Champions League,2022-2023,16.55891278532788,62.58741258741259,39.57316268637023
Manchester City,Sevilla,3,1,3 - 1,UEFA Champions League (Group stage),2022-11-02,UEFA Champions League,2022-2023,60.16624884549413,19.501253463517614,39.833751154505876
Chelsea,Dinamo Zagreb,2,1,2 - 1,UEFA Champions League (Group stage),2022-11-02,UEFA Champions League,2022-2023,68.39292782689009,34.872674495316005,51.632801161103046
FC Copenhagen,Dortmund,1,1,1 - 1,UEFA Champions League (Group stage),2022-11-02,UEFA Champions League,2022-2023,73.56511413115186,55.086423010951314,64.32576857105158
Milan,Red Bull Salzburg,4,0,4 - 0,UEFA Champions League (Group stage),2022-11-02,UEFA Champions League,2022-2023,58.92597968069666,56.37946958701676,57.65272463385671
Juventus,Paris Saint-Germain,1,2,1 - 2,UEFA Champions League (Group stage),2022-11-02,UEFA Champions League,2022-2023,61.43950389233408,43.29726876896688,52.36838633065048
Maccabi Haifa,Benfica,1,6,1 - 6,UEFA Champions League (Group stage),2022-11-02,UEFA Champions League,2022-2023,44.16149887848001,81.79179311254784,62.97664599551392
Paris Saint-Germain,Bayern Munich,0,1,0 - 1,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Paris S-G 0:3 Bayern MunichBayern Munich won on aggregate score over two legs(Leg 2: Bayern Munich 2:0 Paris S-G)",2023-02-14,UEFA Champions League,2022-2023,42.7892861855126,74.51510753397545,58.65219685974402
Milan,Tottenham Hotspur,1,0,1 - 0,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Milan 1:0 TottenhamMilan won on aggregate score over two legs(Leg 2: Tottenham 0:0 Milan)",2023-02-14,UEFA Champions League,2022-2023,52.30241456656551,40.83652196859744,46.56946826758147
Club Brugge,Benfica,0,2,0 - 2,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Club Brugge 1:7 BenficaBenfica won on aggregate score over two legs(Leg 2: Benfica 5:1 Club Brugge)",2023-02-15,UEFA Champions League,2022-2023,38.89035492809078,70.43145533711572,54.66090513260325
Dortmund,Chelsea,1,0,1 - 0,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Dortmund 1:2 ChelseaChelsea won on aggregate score over two legs(Leg 2: Chelsea 2:0 Dortmund)",2023-02-15,UEFA Champions League,2022-2023,60.990895896556275,75.69600211109645,68.34344900382636
Liverpool,Real Madrid,2,5,2 - 5,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Liverpool 2:6 Real MadridReal Madrid won on aggregate score over two legs(Leg 2: Real Madrid 1:0 Liverpool)",2023-02-21,UEFA Champions League,2022-2023,60.14645731626864,62.54782952896161,61.34714342261512
Eintracht Frankfurt,Napoli,0,2,0 - 2,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Eint Frankfurt 0:5 NapoliNapoli won on aggregate score over two legs(Leg 2: Napoli 3:0 Eint Frankfurt)",2023-02-21,UEFA Champions League,2022-2023,37.14210317983903,72.82623037340018,54.9841667766196
RB Leipzig,Manchester City,1,1,1 - 1,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: RB Leipzig 1:8 Manchester CityManchester City won on aggregate score over two legs(Leg 2: Manchester City 7:0 RB Leipzig)",2023-02-22,UEFA Champions League,2022-2023,45.37537933764349,46.99168755772529,46.18353344768439
Internazionale,Porto,1,0,1 - 0,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Inter 1:0 PortoInter won on aggregate score over two legs(Leg 2: Porto 0:0 Inter)",2023-02-22,UEFA Champions League,2022-2023,50.84443858028764,53.87254255178783,52.35849056603773
Benfica,Club Brugge,5,1,5 - 1,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Benfica 7:1 Club BruggeBenfica won on aggregate score over two legs(Leg 1: Club Brugge 0:2 Benfica)",2023-03-07,UEFA Champions League,2022-2023,68.66341205963847,37.808417997097244,53.235915028367856
Chelsea,Dortmund,2,0,2 - 0,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Chelsea 2:1 DortmundChelsea won on aggregate score over two legs(Leg 1: Dortmund 1:0 Chelsea)",2023-03-07,UEFA Champions League,2022-2023,58.94577120992216,40.697981264019,49.82187623697058
Tottenham Hotspur,Milan,0,0,0 - 0,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Tottenham 0:1 MilanMilan won on aggregate score over two legs(Leg 1: Milan 1:0 Tottenham)",2023-03-08,UEFA Champions League,2022-2023,41.02784008444386,53.984694550732286,47.50626731758807
Bayern Munich,Paris Saint-Germain,2,0,2 - 0,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Bayern Munich 3:0 Paris S-GBayern Munich won on aggregate score over two legs(Leg 1: Paris S-G 0:1 Bayern Munich)",2023-03-08,UEFA Champions League,2022-2023,75.53107270088402,50.7058978757092,63.11848528829661
Manchester City,RB Leipzig,7,0,7 - 0,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Manchester City 8:1 RB LeipzigManchester City won on aggregate score over two legs(Leg 1: RB Leipzig 1:1 Manchester City)",2023-03-14,UEFA Champions League,2022-2023,68.01029159519726,27.82029291463254,47.9152922549149
Porto,Internazionale,0,0,0 - 0,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Porto 0:1 InterInter won on aggregate score over two legs(Leg 1: Inter 1:0 Porto)",2023-03-14,UEFA Champions League,2022-2023,63.867264810661034,40.810133262963454,52.338699036812244
Napoli,Eintracht Frankfurt,3,0,3 - 0,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Napoli 5:0 Eint FrankfurtNapoli won on aggregate score over two legs(Leg 1: Eint Frankfurt 0:2 Napoli)",2023-03-15,UEFA Champions League,2022-2023,69.15160311386727,44.23406781897348,56.69283546642038
Real Madrid,Liverpool,1,0,1 - 0,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Real Madrid 6:2 LiverpoolReal Madrid won on aggregate score over two legs(Leg 1: Liverpool 2:5 Real Madrid)",2023-03-15,UEFA Champions League,2022-2023,61.663807890222984,50.14513788098694,55.90447288560496
Benfica,Internazionale,0,2,0 - 2,"UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Benfica 3:5 InterInter won on aggregate score over two legs(Leg 2: Inter 3:3 Benfica)",2023-04-11,UEFA Champions League,2022-2023,55.620794300039584,52.92914632537274,54.27497031270616
Manchester City,Bayern Munich,3,0,3 - 0,"UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Manchester City 4:1 Bayern MunichManchester City won on aggregate score over two legs(Leg 2: Bayern Munich 1:1 Manchester City)",2023-04-11,UEFA Champions League,2022-2023,67.46932312970048,57.586752869771736,62.528037999736114
Real Madrid,Chelsea,2,0,2 - 0,"UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Real Madrid 4:0 ChelseaReal Madrid won on aggregate score over two legs(Leg 2: Chelsea 0:2 Real Madrid)",2023-04-12,UEFA Champions League,2022-2023,78.29528961604433,33.0254651009368,55.660377358490564
Milan,Napoli,1,0,1 - 0,"UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Milan 2:1 NapoliMilan won on aggregate score over two legs(Leg 2: Napoli 1:1 Milan)",2023-04-12,UEFA Champions League,2022-2023,57.659321810265205,58.92597968069666,58.292650745480934
Chelsea,Real Madrid,0,2,0 - 2,"UEFA Champions League (Quarter-finals), Leg 2 of 2Aggregate: Chelsea 0:4 Real MadridReal Madrid won on aggregate score over two legs(Leg 1: Real Madrid 2:0 Chelsea)",2023-04-18,UEFA Champions League,2022-2023,68.77556405858293,65.13392268109249,66.9547433698377
Napoli,Milan,1,1,1 - 1,"UEFA Champions League (Quarter-finals), Leg 2 of 2Aggregate: Napoli 1:2 MilanMilan won on aggregate score over two legs(Leg 1: Milan 1:0 Napoli)",2023-04-18,UEFA Champions League,2022-2023,61.41971236310859,50.91041034437261,56.1650613537406
Bayern Munich,Manchester City,1,1,1 - 1,"UEFA Champions League (Quarter-finals), Leg 2 of 2Aggregate: Bayern Munich 1:4 Manchester CityManchester City won on aggregate score over two legs(Leg 1: Manchester City 3:0 Bayern Munich)",2023-04-19,UEFA Champions League,2022-2023,66.92175748779522,42.53199630558121,54.72687689668821
Internazionale,Benfica,3,3,3 - 3,"UEFA Champions League (Quarter-finals), Leg 2 of 2Aggregate: Inter 5:3 BenficaInter won on aggregate score over two legs(Leg 1: Benfica 0:2 Inter)",2023-04-19,UEFA Champions League,2022-2023,58.622509565905794,58.70167568280776,58.662092624356774
Real Madrid,Manchester City,1,1,1 - 1,"UEFA Champions League (Semi-finals), Leg 1 of 2Aggregate: Real Madrid 1:5 Manchester CityManchester City won on aggregate score over two legs(Leg 2: Manchester City 4:0 Real Madrid)",2023-05-09,UEFA Champions League,2022-2023,43.9635835862251,51.97255574614065,47.96806966618287
Milan,Internazionale,0,2,0 - 2,"UEFA Champions League (Semi-finals), Leg 1 of 2Aggregate: Milan 0:3 InterInter won on aggregate score over two legs(Leg 2: Inter 1:0 Milan)",2023-05-10,UEFA Champions League,2022-2023,52.57289879931389,61.68359941944848,57.12824910938119
Internazionale,Milan,1,0,1 - 0,"UEFA Champions League (Semi-finals), Leg 2 of 2Aggregate: Inter 3:0 MilanInter won on aggregate score over two legs(Leg 1: Milan 0:2 Inter)",2023-05-16,UEFA Champions League,2022-2023,38.540704578440426,36.39662224567885,37.46866341205964
Manchester City,Real Madrid,4,0,4 - 0,"UEFA Champions League (Semi-finals), Leg 2 of 2Aggregate: Manchester City 5:1 Real MadridManchester City won on aggregate score over two legs(Leg 1: Real Madrid 1:1 Manchester City)",2023-05-17,UEFA Champions League,2022-2023,73.69046048291331,26.316136693495185,50.003298588204245
Manchester City,Internazionale,1,0,1 - 0,UEFA Champions League (Final),2023-06-10,UEFA Champions League,2022-2023,49.67014117957514,46.31877556405858,47.99445837181686
Young Boys,RB Leipzig,1,3,1 - 3,UEFA Champions League (Group stage),2023-09-19,UEFA Champions League,2023-2024,44.53094075735585,71.86304261775959,58.19699168755772
Milan,Newcastle United,0,0,0 - 0,UEFA Champions League (Group stage),2023-09-19,UEFA Champions League,2023-2024,59.22944979548753,28.308483968861328,43.76896688217443
Manchester City,Red Star,3,1,3 - 1,UEFA Champions League (Group stage),2023-09-19,UEFA Champions League,2023-2024,75.77516822799842,34.97822931785196,55.376698772925195
Barcelona,Antwerp,5,0,5 - 0,UEFA Champions League (Group stage),2023-09-19,UEFA Champions League,2023-2024,69.5078506399261,16.76342525399129,43.135637946958695
Paris Saint-Germain,Dortmund,2,0,2 - 0,UEFA Champions League (Group stage),2023-09-19,UEFA Champions League,2023-2024,72.89879931389365,45.573294629898406,59.23604697189603
Lazio,Atlético Madrid,1,1,1 - 1,UEFA Champions League (Group stage),2023-09-19,UEFA Champions League,2023-2024,60.79957778070985,47.48647578836258,54.14302678453622
Feyenoord,Celtic,2,0,2 - 0,UEFA Champions League (Group stage),2023-09-19,UEFA Champions League,2023-2024,54.81593877820293,33.46087874389761,44.13840876105027
Shakhtar Donetsk,Porto,1,3,1 - 3,UEFA Champions League (Group stage),2023-09-19,UEFA Champions League,2023-2024,31.244227470642564,58.33223380393191,44.78823063728724
Real Madrid,Union Berlin,1,0,1 - 0,UEFA Champions League (Group stage),2023-09-20,UEFA Champions League,2023-2024,60.20583190394511,22.443594141707347,41.32471302282623
Galatasaray,FC Copenhagen,2,2,2 - 2,UEFA Champions League (Group stage),2023-09-20,UEFA Champions League,2023-2024,63.81448739939306,41.1597836126138,52.487135506003426
Benfica,Red Bull Salzburg,0,2,0 - 2,UEFA Champions League (Group stage),2023-09-20,UEFA Champions League,2023-2024,64.13774904340941,65.47037867792585,64.80406386066764
Braga,Napoli,1,2,1 - 2,UEFA Champions League (Group stage),2023-09-20,UEFA Champions League,2023-2024,57.74508510357567,61.61103047895501,59.67805779126534
Arsenal,PSV Eindhoven,4,0,4 - 0,UEFA Champions League (Group stage),2023-09-20,UEFA Champions League,2023-2024,69.13181158464177,51.33922681092493,60.23551919778335
Real Sociedad,Internazionale,1,1,1 - 1,UEFA Champions League (Group stage),2023-09-20,UEFA Champions League,2023-2024,43.22469982847341,25.524475524475523,34.37458767647447
Sevilla,Lens,1,1,1 - 1,UEFA Champions League (Group stage),2023-09-20,UEFA Champions League,2023-2024,54.49927431059506,53.16664467607864,53.83295949333685
Bayern Munich,Manchester United,4,3,4 - 3,UEFA Champions League (Group stage),2023-09-20,UEFA Champions League,2023-2024,68.10265206491621,56.47842723314421,62.29053964903021
Red Bull Salzburg,Real Sociedad,0,2,0 - 2,UEFA Champions League (Group stage),2023-10-03,UEFA Champions League,2023-2024,39.72159915556142,64.34885868848133,52.035228922021375
Union Berlin,Braga,2,3,2 - 3,UEFA Champions League (Group stage),2023-10-03,UEFA Champions League,2023-2024,55.46246206623565,50.118749175352946,52.790605620794295
Manchester United,Galatasaray,2,3,2 - 3,UEFA Champions League (Group stage),2023-10-03,UEFA Champions League,2023-2024,62.29713682543871,62.798522232484494,62.5478295289616
FC Copenhagen,Bayern Munich,1,2,1 - 2,UEFA Champions League (Group stage),2023-10-03,UEFA Champions League,2023-2024,51.45797598627787,71.69151603113868,61.574746008708274
PSV Eindhoven,Sevilla,2,2,2 - 2,UEFA Champions League (Group stage),2023-10-03,UEFA Champions League,2023-2024,74.27760918326956,45.00593745876765,59.641773321018604
Internazionale,Benfica,1,0,1 - 0,UEFA Champions League (Group stage),2023-10-03,UEFA Champions League,2023-2024,74.71962000263888,37.9007784668162,56.310199234727534
Napoli,Real Madrid,2,3,2 - 3,UEFA Champions League (Group stage),2023-10-03,UEFA Champions League,2023-2024,59.21625544267054,64.38844174693232,61.80234859480143
Lens,Arsenal,2,1,2 - 1,UEFA Champions League (Group stage),2023-10-03,UEFA Champions League,2023-2024,40.67159255838501,46.76738355983639,43.7194880591107
Atlético Madrid,Feyenoord,3,2,3 - 2,UEFA Champions League (Group stage),2023-10-04,UEFA Champions League,2023-2024,32.47789945903153,68.45889959097507,50.4683995250033
Antwerp,Shakhtar Donetsk,2,3,2 - 3,UEFA Champions League (Group stage),2023-10-04,UEFA Champions League,2023-2024,53.120464441219156,59.0645203852751,56.09249241324713
Porto,Barcelona,0,1,0 - 1,UEFA Champions League (Group stage),2023-10-04,UEFA Champions League,2023-2024,50.63992611162423,51.00277081409157,50.8213484628579
Newcastle United,Paris Saint-Germain,4,1,4 - 1,UEFA Champions League (Group stage),2023-10-04,UEFA Champions League,2023-2024,49.36007388837577,49.221533183797334,49.29080353608656
Celtic,Lazio,1,2,1 - 2,UEFA Champions League (Group stage),2023-10-04,UEFA Champions League,2023-2024,50.67950917007521,48.94445177464045,49.81198047235783
Dortmund,Milan,0,0,0 - 0,UEFA Champions League (Group stage),2023-10-04,UEFA Champions League,2023-2024,54.78295289616044,58.714870035624756,56.7489114658926
Red Star,Young Boys,2,2,2 - 2,UEFA Champions League (Group stage),2023-10-04,UEFA Champions League,2023-2024,73.20886660509302,59.222852619079035,66.21585961208604
RB Leipzig,Manchester City,1,3,1 - 3,UEFA Champions League (Group stage),2023-10-04,UEFA Champions League,2023-2024,31.362976645995513,61.967278005013846,46.66512732550468
Internazionale,Red Bull Salzburg,2,1,2 - 1,UEFA Champions League (Group stage),2023-10-24,UEFA Champions League,2023-2024,52.39477503628447,43.19171394643093,47.7932444913577
Galatasaray,Bayern Munich,1,3,1 - 3,UEFA Champions League (Group stage),2023-10-24,UEFA Champions League,2023-2024,68.32035888639662,75.66961340546246,71.99498614592954
Braga,Real Madrid,1,2,1 - 2,UEFA Champions League (Group stage),2023-10-24,UEFA Champions League,2023-2024,54.050666314817256,49.13576989048687,51.59321810265206
Manchester United,FC Copenhagen,1,0,1 - 0,UEFA Champions League (Group stage),2023-10-24,UEFA Champions League,2023-2024,60.90513260324581,50.989576461274574,55.94735453226019
Benfica,Real Sociedad,0,1,0 - 1,UEFA Champions League (Group stage),2023-10-24,UEFA Champions League,2023-2024,30.986937590711175,61.80894577120992,46.39794168096055
Lens,PSV Eindhoven,1,1,1 - 1,UEFA Champions League (Group stage),2023-10-24,UEFA Champions League,2023-2024,54.07705502045125,41.1531864362053,47.61512072832828
Union Berlin,Napoli,0,1,0 - 1,UEFA Champions League (Group stage),2023-10-24,UEFA Champions League,2023-2024,26.639398337511544,39.43132339358755,33.03536086554955
Sevilla,Arsenal,1,2,1 - 2,UEFA Champions League (Group stage),2023-10-24,UEFA Champions League,2023-2024,44.517746404538855,64.36205304129832,54.43989972291859
Feyenoord,Lazio,3,1,3 - 1,UEFA Champions League (Group stage),2023-10-25,UEFA Champions League,2023-2024,66.60509302018735,40.51326032458108,53.55917667238422
Barcelona,Shakhtar Donetsk,2,1,2 - 1,UEFA Champions League (Group stage),2023-10-25,UEFA Champions League,2023-2024,69.5342393455601,47.618419316532524,58.57632933104631
Celtic,Atlético Madrid,2,2,2 - 2,UEFA Champions League (Group stage),2023-10-25,UEFA Champions League,2023-2024,46.543079561947486,62.16519329726877,54.35413642960813
Newcastle United,Dortmund,0,1,0 - 1,UEFA Champions League (Group stage),2023-10-25,UEFA Champions League,2023-2024,43.369837709460356,57.48119804723578,50.42551787834807
Antwerp,Porto,1,4,1 - 4,UEFA Champions League (Group stage),2023-10-25,UEFA Champions League,2023-2024,44.32642828869244,65.30544926771341,54.81593877820293
Young Boys,Manchester City,1,3,1 - 3,UEFA Champions League (Group stage),2023-10-25,UEFA Champions League,2023-2024,35.473017548489246,72.21929014381844,53.84615384615384
RB Leipzig,Red Star,3,1,3 - 1,UEFA Champions League (Group stage),2023-10-25,UEFA Champions League,2023-2024,69.81791793112548,50.27708140915688,60.04749967014118
Paris Saint-Germain,Milan,3,0,3 - 0,UEFA Champions League (Group stage),2023-10-25,UEFA Champions League,2023-2024,48.23855389893126,42.44623301227075,45.342393455601005
